vibration_mean,vibration_std,vibration_max,vibration_min,humidity_mean,humidity_std,humidity_max,humidity_min,revolutions_mean,revolutions_std,revolutions_max,revolutions_min
18.0545,0.0379041249612179,18.12,18.0,73.97959999999999,0.011345157779512189,73.999,73.96,93.51445833333334,0.13421435857470324,93.744,93.285
18.17733333333333,0.04160101270045092,18.24,18.0,73.94048333333335,0.01135521450077046,73.96,73.921,93.0515,0.13416301385148716,93.281,92.822
18.297500000000003,0.0444622396680882,18.36,18.0,73.90136666666668,0.01132850449113258,73.921,73.882,92.58850833333332,0.1341766674248265,92.818,92.359
18.416666666666668,0.05191028675656166,18.48,18.0,73.86222500000001,0.011357788946265374,73.882,73.843,92.12556666666666,0.1342248667197636,92.355,91.896
18.535833333333336,0.06038508543852,18.6,18.0,73.82321666666668,0.011292284369182577,73.843,73.804,91.662525,0.13425542960398748,91.892,91.433
18.649166666666662,0.09157431049009705,18.72,18.0,73.78432500000002,0.011277375655740067,73.804,73.765,91.19932500000002,0.134261951567283,91.429,90.97
18.77333333333333,0.07931781972930567,18.84,18.0,73.74543333333334,0.011285994394283214,73.765,73.726,90.73612499999999,0.13428876214581562,90.966,90.506
18.8925,0.08931344107301278,18.96,18.0,73.706575,0.011291896774816661,73.726,73.687,90.27293333333334,0.13429008694233646,90.503,90.043
19.017666666666667,0.034610275186126145,19.08,18.96,73.66768333333333,0.01126904239616757,73.687,73.648,89.80980833333334,0.13420856062523773,90.039,89.58
19.135833333333334,0.04424119023224036,19.2,19.0,73.62879166666667,0.011277922087452577,73.648,73.61,89.34679166666666,0.1341853663221662,89.576,89.117
19.25583333333333,0.04797729388253694,19.32,19.0,73.58993333333335,0.01126661860000059,73.609,73.571,88.88384999999998,0.13423694403128045,89.113,88.654
19.37666666666667,0.04925210968195443,19.44,19.0,73.55104166666666,0.011261890697072549,73.57,73.532,88.4209,0.1342152040880744,88.65,88.191
19.495833333333334,0.057534546923008405,19.56,19.0,73.51213333333334,0.011298793966528211,73.531,73.493,87.95788333333333,0.13422921467709292,88.187,87.728
19.615000000000002,0.06654751256486938,19.68,19.0,73.47305,0.011332151034064054,73.492,73.454,87.49475,0.13426521164778135,87.724,87.265
19.73416666666667,0.07603165344072148,19.8,19.0,73.43390833333333,0.011331517608709473,73.453,73.415,87.031525,0.1342675093819431,87.261,86.802
19.845833333333335,0.11580615020701758,19.92,19.0,73.39480833333332,0.011351004718669452,73.414,73.375,86.568325,0.1342619515672831,86.798,86.339
19.979499999999998,0.03456451767858095,20.04,19.92,73.35569166666666,0.0113172700878304,73.375,73.336,86.10512500000002,0.13426460532730666,86.335,85.875
20.093999999999998,0.04319975101079814,20.16,20.0,73.31675833333334,0.011283211171545963,73.336,73.297,85.641925,0.13428416892995987,85.872,85.412
20.21833333333333,0.04034167795707247,20.28,20.0,73.27789166666666,0.011279337719199629,73.297,73.259,85.17873333333334,0.13425579081345712,85.408,84.949
20.337499999999995,0.04667516929344156,20.4,20.0,73.239,0.011267563321023931,73.258,73.22,84.71553333333334,0.1342589329036461,84.945,84.486
20.452499999999997,0.06843079065189657,20.52,20.0,73.20010833333335,0.011279337719198592,73.219,73.181,84.25232499999998,0.13426195156728288,84.482,84.023
20.575,0.06344454337477426,20.64,20.0,73.16125833333334,0.011278369148253187,73.181,73.142,83.78929166666667,0.13422885235269522,84.019,83.56
20.694166666666668,0.07287128439677629,20.76,20.0,73.12235833333334,0.011269648263757398,73.142,73.103,83.32635,0.13417896302195498,83.556,83.097
20.813333333333333,0.08263856032543802,20.88,20.0,73.08348333333333,0.011272024814441077,73.103,73.064,82.86335833333332,0.13416506801768643,83.093,82.634
20.9325,0.0926387217804155,21.0,20.0,73.04460833333333,0.011274494032384641,73.064,73.025,82.40039999999999,0.13421520408807372,82.63,82.171
21.0545,0.0379041249612179,21.12,21.0,73.0056,0.011345157779512352,73.025,72.986,81.937325,0.134261951567283,82.167,81.708
21.177333333333333,0.04160101270045091,21.24,21.0,72.96648333333334,0.011355214500772532,72.986,72.947,81.47411666666667,0.13427559664489191,81.704,81.244
21.297500000000003,0.0444622396680882,21.36,21.0,72.92737500000001,0.01134046262005876,72.947,72.908,81.01093333333334,0.13429008694233638,81.241,80.781
21.416666666666664,0.05191028675656166,21.48,21.0,72.88822499999999,0.011357788946265282,72.908,72.869,80.54773333333333,0.13425579081345712,80.777,80.318
21.535833333333336,0.06038508543852,21.6,21.0,72.84921666666668,0.011292284369183937,72.869,72.83,80.08462499999999,0.13419019879924698,80.314,79.855
